BusDesc,B1_BUSINESS_NAME,B1_FULL_ADDRESS,Business Detailed Data
ADMIN HQ-SECURITY ALARMS,BIRDIE LOVE INC,42 COLORADO Ave,
RESIDENTIAL RENTAL - 3 UNITS U1,SHAW JUDITH,1822 CHESTNUT St,
ATTORNEY,LAW OFFICES OF ELIZABETH GROSSMAN,1010 GRAYSON ST,
LP ESTABLISHED FOR THE OWNERSHIP AND DEVELOPMENT OF AFFORDABLE HOUSING,NORTH BERKELEY HOUSING LP,0 VARIOUS,
SERVICE STATION,CLAREMONT CHEVRON,3048 ASHBY AVE,
CERAMIC ART,SPLAVER GAIL,731 JONES St,
WINE,BOLO CELLARS LLC / HAMMERLING WINES DBA,750 GILMAN St,
RES. RENTAL - 8 UNITS,LIU GEORGE C & JACQUELINE,2605 ELLSWORTH ST,
ONLINE RETAIL SALES,ADDIS ABABA ADVANCED TECHNOLOGIES INC,1535 SHATTUCK Ave,
DENTAL OFFICE,"RANGCHI ARSALAN, DDS",1313 GILMAN St,
MECHANICAL CONTR,WESTERN ALLIED MECHANICAL INC,0 VARIOUS,
TECHNOLOGY STARTUP- DESIGNING MOBILE SENSOR ROBOTS,SQUISHY ROBOTICS INC,2150 SHATTUCK Ave,
RELIGIOUS TRANSLATOR,MAIDA CENTER OF BUDDHISM,2609 REGENT ST,
OUTDOOR FURNITURE,TERRA TEAK AND GARDEN INC,1823 EASTSHORE Hwy,
PSYCHOTHERAPIST,KARL KNOBLER PHD,2046 LINCOLN St,
MATERIAL TEST & INSPECT,ATLAS TECHNICAL CONSULTANTS LLC,0 VARIOUS,
FUNDRAISING,BERK COMM CHORUS & ORCHESTRA,0 VARIOUS,
IT CONSULTING SERVICES,INTREPID ASCENT INC,2120 UNIVERSITY Ave,
MENTAL HEALTH & WELLNESS SERVICES & CONSULTING,CALYSTA WATSON LCSW,3220 SACRAMENTO St,
PIPELINE EXCAVATION,TEICHERT PIPELINES INC,0 VARIOUS,
REPAIR & REMODELING,AAE GROUP CONSTRUCTION CORP,2600 SAN PABLO Ave,
RES. RENTAL - 44 UNITS,MCREF BACHENHEIMER LLC,2119 UNIVERSITY Ave,
ELECTRICAL CONTRACTOR,NATIONAL CONSTRUCTION RENTALS,0 VARIOUS,
LGBTQ FILM FESTIVAL PROD.,FRAMELINE INC,0 VARIOUS,
RES. RENTAL - 6 UNITS,SID WAH J & YUET K,2479 VIRGINIA ST,
RENTAL PROPERTY,LAUSON LLC,2000 SHATTUCK AVE,
GENERAL CONTRACTOR,BAYWARD BUILDERS,0 VARIOUS,
PHOTOGRAPHY SERVICES,YOURDREAMPHOTO,2283 HEARST Ave,
COMMERCIAL RENTAL,SEVENTH ST PROPERTIES II,804 HEINZ Ave,
RES. RENTAL - 24 UNITS,WEST STREET MANAGEMENT,1810 WEST ST,
CONTRACTOR,"GOLDEN GATE SIGN CO, INC.",0 VARIOUS,
ANALYTICS DEVELOPMENT,ROBIN CUSHMAN CONSULTING,0 VARIOUS,
APPLIANCE REPAIR SERVICE,SHENS GENERAL REPAIR SRVC CO.,1022 HEARST AVE,
CHILD CARE/DAY CARE,BAY AREA HISPANO INST/ADVANCE,1000 CAMELIA ST,
ACUPUNCTURE,ROBERTA LEWIS ACUPUNCTURE,1717 ALCATRAZ Ave,
CERAMICS,CLAIRE SHERMAN JUDAICA,1221 EIGHTH St,
PLUMBING & HEATING SVC,DEMAKAS PLUBMING & HEATING INC,0 VARIOUS,
HOUSE PAINTING,STAHLSCHMIDT PAINTING & RESTORATION LLC,1446 SCENIC Ave,
CONCRETE CONTRACTOR,LANDAVAZO BROS INC,0 VARIOUS,
RES. RENTAL - 4 UNITS,STEINSSON JON / NAKAMURA EMI,2925 REGENT St,
INDIAN CLOTHING,ROOPAM SAREES,1044 UNIVERSITY AVE,
RENTAL PROPERTY,"MARY E. GREEN, BETTY J CONNER & CLIFFORD MCFADDEN",2747 WALLACE St,
COMMERCIAL RENTAL,SOLANO AVENUE PARTNERS,1700 SOLANO AVE,
CHARTER BOAT AT BERKELEY MARINA,WYLIECAT LLC,0 VARIOUS,
PSYCHOLOGIST,ROSS DAVID L,2232 CARLETON ST,
RENTAL PROPERTY,MCCALEB CRAIG & SUDIA P,1628 JULIA ST,
HVAC SERVICE  & REPAIR,HONEYWELL INTERNATIONAL INC,0 VARIOUS,
BEAUTY SALON/SUPPLY,SHEAR PERFECTION,2433 DURANT AVE,
TAX PREPARATION SVC,CREASY HANNAH,1623 SACRAMENTO St,
HAIR SALON,U.C. HAIR SALON,2440 BANCROFT WAY,
COMM FLOORING INSTALLER,HOEM & ASSOCIATES,0 VARIOUS,
RENTALS 66 ROOMS,DUVALL MARY G,2212 SACRAMENTO ST,
TRAVEL AGENCIES,VARYA TOURS & TRAVEL,1800 YOSEMITE RD,
PHYSICIANS,BERKELEY CARDIOVASCULAR MEDICAL GROUP,2450 ASHBY AVE,
FINANCIAL SERVICES,WELLS FARGO CLEARING SERVICES LLC,1800 SOLANO AVE,
RENTAL PROPERTY 3 UNITS,MEANS STEVEN & NAOMI,1604 JOSEPHINE ST,
RES. RENTAL - 4 UNITS,MOAVEN SAGHI L,2054 M L KING JR WAY,
CONSTRUCTION,M RIVERA CONSTRUCTION INC,0 VARIOUS,
AUDIT/ASSESMSENT CONSULT,CORE MANAGEMENT SERVICES LLC,0 VARIOUS,
RENTAL PROPERTY-6 UNITS,MURPHY TRUST,3000 CLAREMONT AVE,
RES RENTAL PROPERTY,8TH AVENUE PARTNERS LLC,2212 SAN PABLO Ave,
COMMERCIAL RENTAL,GREENLINING INSTITUTE,1918 UNIVERSITY Ave,
RES RENTAL PROPERTY,LAKIREDDY SANTI,1604 MILVIA St,
MAKE JEWELRY/HOME ACCESSORIES,SASEAN WORKSHOP,2518 ETNA St,
COMMERCIAL RENTAL,LUNDIN JANE,2428 DWIGHT WAY,
FINE ART PHOTOGRAPHY,AUDREY HELLER,2547 EIGHTH St,
RES. RENTAL 10 UNITS,ROMAX 2 LLC,968 ADDISON St,
PSYCHOTHERAPY,TSAI KE,2724 GARBER St,
WINE PRODUCTION,CHAIM LLC,1102 SIXTH St,
COMPUTER REPAIR,MANOUCH,1013 PARDEE ST,
GENERAL CONTRACTOR,JIM GARDNER CONSTRUCTION INC,0 VARIOUS,
ROOFING CONTRACTOR,ALL SEASONS ROOFING SERVICES,0 VARIOUS,
MED INTERPRET/TRANSLATE,CONTIS-PAPASSOTIRIOU LEDA,1931 PARKER St,
RESIDENTIAL RENTAL-4 UNIT,WEN ANDREW,2631 REGENT St,
HVAC/ELETREICAL CONTRACTING/GC,IEC SERVICES,0 VARIOUS,
MICROMOBILITY SERVICES,"NEUTRON HOLDINGS, INC",0 VARIOUS,
AIR FILTRATION EQUIPMENT-INSTALL & REPAIR,AIR EXCHANGE INC,0 VARIOUS,
RENTALS,REGENT TRUST 2619,2619 REGENT ST,
RENTAL PROPERTY,ALCATRAZ PREMIUM INVESTMENTS LLC,2212 WARD St,
HEALTHCARE RELATED SVCS,CALIFORNIA COALITION FOR HARM REDUCTION,1231 ASHBY Ave,
RESIDENTIAL - 3 UNITS,"VAIDYA SUMEET S TE, ZHANG JIAONA TE",2932 ELLSWORTH St,
FIRE SPRINKLER INSTALL,FRIENDLY FIRE SYSTEMS,0 VARIOUS,
INTERIOR DESIGN,1 COLUMBIA DESIGN,2323 BROWNING St,
RENTAL PROPERTY,RUCKER WELDON,1641 SIXTY-THIRD ST,
ENERGY CONSULTING,RS2 ENERGY LLC,2446 NINTH St,
RESEARCH/PHYSICS-(PHOTON),PHOTONICS RESEARCH,2108 JEFFERSON AVE,
CONSULTING SERVICES,GF BROWN INSURANCE & CONSULTING,1693 SHORT ST,
ENGINEERING SERVICES,PAVEMENT ENGINEERING INC,0 VARIOUS,
CAFE/COFFEE SHOP,SIGNAL COFFEE ROASTERS LLC,2130 CENTER St,
PRODUCE/SELL ORG. CANDLES,RODRIGUEZ MARCELO,2435 GRANT St,
FRENCH LANGUAGE/CULTURE,ALLIANCE FRANCAISE DE BERKELEY,2004 WOOLSEY ST,
HAIRSTYLIST,ROBINSON OLIVIA,2821 SAN PABLO Ave,
HEALTH CARE ADMIN OFFICE,LIFELONG MEDICAL CARE,2344 SIXTH ST,
USED CAR SALES,OTTIS & CO LLC,1193 SAN PABLO Ave,
RENTAL,THE TRAKIAN HOUSE,2708 CHANNING WAY,
RES. RENTAL - 3 UNITS,COLLIER CALVIN & BOTT JACQUELINE,2312 OREGON ST,
TRAFFIC DATA COLLECTION,NATIONAL DATA & SURVEYING SERVICES INC,0 VARIOUS,
GENERAL CONTRACTOR,STEELWAVE CDS LLC,0 VARIOUS,
FENCE CONTRACTOR,BAILEY FENCE CO INC,0 VARIOUS,
GENERAL CONTRACTOR - REMODELING,JIN'S CONSTRUCTION INC,0 VARIOUS,
VOIP COMMUNICATIONS SVC,COX STRATEGIC SERVICES LLC,0 VARIOUS,
ENGINEERING,NEWFIELD WIRELESS,2855 TELEGRAPH AVE,
REAL ESTATE/COMMERCIAL,FIRST SHATTUCK LLC,2150 SHATTUCK AVE,
GENERAL AUTOMOTIVE REPAIR,MIKE'S AUTO SERVICE,1699 UNIVERSITY Ave,
ROOFING SERVICE,INNOVATION ROOFING SYSTEMS,0 VARIOUS,
CLEAN ENERGY CONSULTING,GRIDLAB INC,2120 UNIVERSITY Ave,
COMMERCIAL RENTAL,BERKELEY BAZAAR PARTNERS,1417 ADDISON ST,
DIAGNOSE/SCAN AUTOMOBILE REPAIRS,HUSTEAD'S COLLISION CENTER INC,1333 SIXTH St,
FOOD SERVICE CONTRACTOR,SMARTWARE LABS INC,0 Berkeley,
DECK & BALCONY WORK,WANG CONSTRUCTION,0 VARIOUS,
GENERAL CONTRACTOR,MRO CONSTRUCTION,0 VARIOUS,
RESIDENTIAL RENTAL,BRODSKY APARTMENTS,1655 HOPKINS ST,
MARKETING CONSULTING,COSMOPATH LLC,0 VARIOUS,
RENTAL - 6 UNITS,AFFORDABLE HOUSING ASSOCIATES,1303 ASHBY AVE,
GENERAL CONTRACTORS & ELECTRICAL CONTRACTORS,DI LUZIO INC,0 VARIOUS,
SEAFOOD RESTUARANT,"MARINA SEAFOOD DOCKSIDE PATIO, LLC",235 UNIVERSITY Ave,
VOICE TEACHING,CYNTHIA BYTHELL MUSIC SERVICE,2812 TENTH ST,
COMMERCIAL RENTAL,WONG HAYWARD Y & JUDY L,1831 SOLANO AVE,
GENERAL HOME REMODELING,SLB CONSTRUCTION INC,0 VARIOUS,
MAIL TAPE PERFORMANCES,NOR CAL THEATRE ORGAN SOCIETY,0 VARIOUS,
ART INSTRUCTOR,PAFFENBARGER CHARLEY,1301 SHATTUCK AVE,
YOGA TEACHER,GILMAN DEBORAH,0 VARIOUS,
ROBOTICS RESEARCH AND DEVELOPMENT,AZALEA ROBOTICS CORPORATION,2826 EIGHTH St,
PSYCHOTHERAPIST,ANN L FOLEY LCSW,1543 SHATTUCK Ave,
CENTER FOR UNSHELTERED,THE VILLAGE OF LOVE FOUNDATION,0 VARIOUS,
RESIDENTIAL CONSTRUCTION AND REMODEL,VINTAGE CONSTRUCTION & REMODELING INC,0 VARIOUS,
GENERAL CONTRACTOR,LEMA CONSTRUCTION,0 VARIOUS,
LIC. CONTRACTOR,ROCKRIDGE BUILDERS,0 VARIOUS,
HEALTH SERVICES,DEAF/DISABILITY PROJECT,933 ADDISON ST,
ROOFING CONTRACTOR,NATURESLATE ROOFING,0 VARIOUS,
FOSTER SUSTAINABILITY,ONE FUTURE ARTS,2240 SAN PABLO Ave,
COMMERCIAL RENTAL,SONGEY ELEANOR & ARNOLD,1000 MURRAY ST,
WINE SALE,VINTAGE BERKELEY,2113 VINE ST,
RENTAL PROPERTY,PRINCE STREET PROPERTIES LLC,1507 PRINCE ST,
CONSULTING,FM CONSULTING,2713 GRANT St,
GENERAL CONTRACTOR,ANNING-JOHNSON COMPANY,0 VARIOUS,
EDUCATION ORGANIZATION,GLOBAL STEWARDS INSTITUTE,2022 CEDAR St,
PERFUME & RELATED PRODUCTS,JO MALONE INC,1850 FOURTH St,
GEN CONTRACTOR-RES & COM,SISTERS CONSTRUCTION INC,0 VARIOUS,
RENTAL PROPERTY,COLLINS L D & KISHIMOTO Y TRUS,2743 HILLEGASS AVE,
CLIMBING APPAREL & ACCS,GREATER THAN CLIMBING,2700 SAN PABLO Ave,
INTERIOR AND EXTERIOR REMODEL,KEVIN REIMER BUILDER,0 VARIOUS,
RENTAL COMMERCIAL,WONG LYDIA,2811 TELEGRAPH AVE,
MEDIATOR/ARBITRATOR,KELLY RON,2731 WEBSTER ST,
ORGANIZATIONAL CONSULTING,SAY BILL,1904 VIRGINIA St,
FORENSIC INVESTIGATION,KIVU CONSULTING INC,2120 UNIVERSITY Ave,
MOBILE LOCKSMITH SERVICE,RELIABLE LOCKSMITH BAY AREA,0 VARIOUS,
FREELANCE WRITING/EDITING,HAMILTON JOAN,1629 CURTIS ST,
RES. RENTAL - 4 UNITS,GOODMAN PETER M TRUST,1716 FRANCISCO ST,
RETAIL JEWELRY SALES,BEAU CLARA,2571 SHATTUCK AVE,
"HVAC, PLUMBING SVC",AIS HEATING AND AIR CONDITIONING,0 VARIOUS,
BIKE/SCOOTER RENTAL,VEORIDE INC,0 VARIOUS,
ANTIQUES SALES,JACKS ANTIQUES,3021 ADELINE ST,
CONSTRUCTION CONTRACTOR,TERA-LITE INC,0 VARIOUS,
CREATIVE CONSULTING SVC,HIDDENTXT,1719 VINE St,
"FABRIC, CLOTHING STORE",AHLISHAN COLLECTION,1085 UNIVERSITY Ave,
ELECTRICAL CONTRACTOR,3J&Z INC,0 VARIOUS,
RENTAL PROPERTY,STEWART STEPHEN,1542 TYLER ST,
PARKING LOT,UNIPARK LLC,3000 COLBY St,
RENTAL PROPERTY/3 UNITS,GLICKMAN ROSE L,1732 NINTH ST,
PHOTOGRAPHY,SHANNON KELLI PICTURES,1066 KEITH Ave,
ELECTRICAL CONTRACTOR,SHORTBAR INC,0 VARIOUS,
CONSTRUCTION WORK,BLUE HERON BUILDER,0 VARIOUS,
GENERAL CONTRACTOR,LEMUS CONSTRUCTION INC,0 VARIOUS,
COMMERCIAL RENTAL,NIKFARJAM NOUSHIN T,1820 EUCLID AVE,
MEDICAL MARIJUANA,FIRST HEMP BANK/DIST NETWORK,1600 WOOLSEY ST,
COMMERCIAL RENTAL,CALLAJ INVESTMENTS LLC,0 VARIOUS,
GENERAL CONTRACTOR,FIEDLER CONSTRUCTION & ROOFING INC,0 VARIOUS,
CEILING INSTALLATION,DEAN'S ACOUSTICAL CEILINGS INC,0 VARIOUS,
COMMERCIAL RENTAL,701 PAGE INC,701 PAGE ST,
RES. RENTAL - 8 UNITS,ENGLUND ROBERT,2247 DERBY ST,
PERFORMANCE AUDITING USING GAGAS,GPP ANALYTICS INC,0 VARIOUS,
USING BERKELEY LOCATION TO PRODUCE PRODUCT AND SELL DIRECTLY TO CUSTOMER,SELLERS ICE CREAM LLC,2324 Fifth St,
GENERAL CONTRACTOR - DEMOLITION,RESOURCE ENVIRONMENTAL INC,0 VARIOUS,
FITNESS STUDIO,MCS EQUITY LLC,1929 UNIVERSITY Ave,
RESIDENTIAL RENTAL,SANCHEZ ZARRIN,1640 ALLSTON Way,
PUBLIC ART/ARTIST STUDIO,JULIE W CHANG STUDIOS,0 VARIOUS,
THERAPEUTIC PROTEIN DEV.,AIKIUM INC,2630 BANCROFT Way,
RES. RENTAL - 5 UNITS,ISAKSEN STEFAN,2122 MCGEE Ave,
GENERAL CONTRACTOR,CERLETTI & KENNEDY DESIGN-BUILD,0 VARIOUS,
ARTWORK,DEIRDRE WEINBERG,0 VARIOUS,
GENERAL CONTRACTOR,BAY CITIES PAVING & GRADING,0 VARIOUS,
FURNITURE MFG,BAY IMPORT INC,1717 FOURTH ST,
STRUCTURAL ENGINEERING,SIMPLENGI ENGINEERING,0 VARIOUS,
RENTAL OFFICE BLDG/STORES,GALLARDO JAMES & VIOLETTE,2642 ASHBY AVE,
LAW FIRM,KALAR LAW OFFICE,1208 NEILSON St,
FOOD TRUCK,ALI BABA & 40 TASTES,0 VARIOUS,
RES. RENTAL - 3 UNITS,WARD WILLIAM R,1817 OREGON ST,
MASSAGE THERAPIST,CHRISTINE GRISOT D'ALLANCE MASSAGE THERAPIST,3120 TELEGRAPH Ave,
LONG TERM ENERGY STORAGE,FORM ENERGY INC,815 HEINZ Ave,
PAINTING,BG PAINTING INC,0 VARIOUS,
RENTAL PROPERTY,TLH REO MANAGEMENT LLC,1348 ROSE St,
RENTAL PROPERTY/3 UNITS,BERKELEY SCHOOL OF THEOLOGY,2514 BENVENUE AVE,
PHOTOGRAPY - HOME OFFICE,JENNIFER TAMEZ FLOYD PHOTOGRAPHY,2829 CALIFORNIA St,
WHLS - IRRIGATION EQPMT,IRRIGATION EQUIPMENT COMPANY,2818 EIGHTH ST,
GENERAL CONTRACTOR,MORE THAN A CARPENTER,1329 ORDWAY ST,
RENTAL PROPERTY,BERKELEY ARCHITECTUAL HERITAGE,2318 DURANT AVE,
CONTRACTOR,EFFICIENT MODERN HEAT PUMP - HVAC,0 VARIOUS,
SUSTAINABILITY CONSULTING,CALIFORNIA GREEN BUSINESS NETWORK,0 VARIOUS,
SMOG TESTING,BERKELEY STAR SMOG,2959 SAN PABLO Ave,
ELECTRICAL CONTRACTOR,NIKOLA TESLA ELECTRIC,0 VARIOUS,
READY MIX CONCRETE,CENTRAL CONCRETE SUPPLY CO INC,0 VARIOUS,
COMMERCIAL RENTAL,REES DEVELOPMENT COMPANY,822 ANTHONY ST,
FLOWER VENDOR,MONTEREY FLOWERS,0 VARIOUS,
ACUPUNCTURE,RICHARDSON TRACY,610 CRAGMONT Ave,
COMMERCIAL RENTAL,SMITH & WALTERS INC,1226 NINTH ST,
RESIDENTIAL DESIGN,07 STUDIOS,2512 NINTH St,
SEWER PIPE INSPECTION,NATIONAL PLANT SERVICES INC,0 VARIOUS,
EDUCATIONAL PROGRAMS,BERKELEY ROSE SCHOOL,2515 HILLEGASS Ave,
CONSTRUCTION,MAIB CONSTRUCTION COMPANY INC,0 VARIOUS,
LAND SURVEYING,MARTIN M RON ASSOCIATES INC,0 VARIOUS,
GEOTECHNICAL & GEOENVIRONMENTAL SIG CHARACTERIZATION,CONETEC INC,0 VARIOUS,
AUTOMOTIVE REPAIR,HENRY CHIN'S AUTO CARE,2132 DWIGHT Way,
HEALTH CLINIC,BERKELEY COMMUNITY HEALTH PROJ,2339 DURANT AVE,
TOWING SERVICE,EAST BAY TOW INC,1210 SEVENTH ST,
AUTO BODY SHOP & REPAIR,PAGE AUTO BODY & REPAIR LLC,1425 SAN PABLO Ave,
DANCE STUDIO,THE BEAT BERKELEY PERFORMING,2560 NINTH ST,
CHIROPRACTIC OFFICE,ZIEGLER ROBERT DC,2380 ELLSWORTH ST,
BUSIINESS COACHING,HALOLOVE INC,2312 BLAKE St,
GENERAL CONTRACTOR,RV STICH CONSTRUCTION,0 VARIOUS,
WINEMAKING,WHISTLER VINEYARDS,805 CAMELIA St,
MEDIATION,TAYLOR ADR,842 MENDOCINO AVE,
GERNERAL CONSTRUCTION,ROD HEISLER CONSTRUCTION,0 VARIOUS,
REPAIR WATER DAMAGE DECKS,IWEB CONSTRUCTION MANAGEMENT CORP,0 VARIOUS,
BAKERY,THIRD CULTURE BAKERY,2701 EIGHTH St,
GENERAL CONTRACTOR,TERRA FIRMA STRUCTURAL,0 VARIOUS,
SIGN LANGUAGE INTERPRETER,MINDESS ANNA,666 SANTA ROSA Ave,
FINANCIAL PLANNING,D.A. FLOWERS & COMPANY LLC,2213 FIFTH ST,
LAW OFFICE,GORELICK WOLFERT PC,732 ADDISON St,
RENTAL PROPERTY,2425 PROSPECT LP,2425 PROSPECT St,
GENERAL CONSTRUCTION,MARCUS LYONS GENERAL CONTRACTOR,0 VARIOUS,
PSYCHOTHERAPY,FRIEND JULIE R,919 THE ALAMEDA,
BUSINESS CONSULTING,NEWFINTECH ADVISORS,1003 CRAGMONT Ave,
EBAY COMPUTER CONSULTING,EBAY COMPUTER CONSULTING,2625 REGENT ST,
RELIGIOUS,BAMBOO GROVE VIHARA,20 AVENIDA DR,
RES. RENTAL - 3 UNITS,SCHILLER PETER &CASTILLO DIANA,1510 OXFORD ST,
"EQUIPMENT, APPAREL SALES & RENTALS",CALIFORNIA SAILBOARDS,843 GILMAN ST,
BAKED GOODS DELIVERY,BIMBO BAKERIES USA INC,0 VARIOUS,
DANCE ACADEMY,TEA DANCERS LLC,2525 EIGHTH St,
WOODWORKING,HUNNABLE WYETH,2209 FOURTH St,
"ICE CREAM, COFFEE, BOBA",CAREM CAFE,2729 SAN PABLO Ave,
EMERGENCY MGMT SVCS,BRADY MICHAEL,0 VARIOUS,
GRAPHIC DESIGN SERVICES,MEGAN SILVERMAN DESIGN,1379 ROSE St,
GENERAL CONTRACTOR,SONITROL OF OAKLAND,0 VARIOUS,
CONVENIENCE STORE,7-ELEVEN STORE 16192E,2887 COLLEGE AVE,
FIRE SAFETY CONTRACTOR,SABAH INTERNATIONAL INC,0 VARIOUS,
ARTS FOUNDATION,"CAPOEIRA ARTS FOUNDATION, INC",1901 SAN PABLO AVE,
FOOD TRUCK,ROADSIDE ROTISSERIE LLC,0 VARIOUS,
GARDENING SERVICES,RENE LAMBERT,1733 WARD ST,
CHOCOLATES AND CONFECTIONS BUSINESS,EC HANDMADE CONFECTIONS LLC,2701 EIGHTH St,
"CLOTHING, GIFTS, NOVELTY",GANGCHEN GIFTS,1595 SOLANO Ave,
IPAD APP DEVELOPMENT,ARRIVAL APP INC,2112 EIGHTH St,
REMODELING AND CONSTRUCTION,TRIOND REMODELING & DESIGN,0 VARIOUS,
PUBLIC ACCOUNTANTS,RANKINE CARLTON & DEWITT,2140 SHATTUCK AVE,
PLUMBING,CORSA PLUMBING AND ROOTER,0 VARIOUS,
OFFERING GENERAL CONTRACTING SERVICES,MARTIN HOME CONSTRUCTION,0 VARIOUS,
GENERAL CONSTRUCTION,360 FULL SERVICE CONSTRUCTION,0 VARIOUS,
ENVIROMENTAL REMEDIATION,LEGACY REMEDIATION INC,0 VARIOUS,
RENTALS 5 UNITS,TSUBOI SONNY,2717 DERBY ST,
BEAUTY SALON,SUSIE'S SALON,1700 SOLANO Ave,
VINTAGE CLOTHING STORE,THRIFTYCAT,2070 M L KING JR Way,
PROPERTY MANAGEMENT,SELBORNE PROPERTIES INC,0 VARIOUS,
RESIDENTIAL RENTAL PROPERTY 7 UNITS,SASSE JOYCE,2822 SAN PABLO AVE,
HAIR STYLIST,STUDIO SEVENTY SEVEN,2969 COLLEGE Ave,
SOFTWARE DEVELOPMENT & SALES,GRANICUS LLC,0 VARIOUS,
SHIPPING SVC & SUPPPLIES,CAL LIVE SCAN,2855 TELEGRAPH AVE,
ELECTRICAL CONTRACTOR,REAL ELECTRICAL SERVICES,0 VARIOUS,
ONLINE SALES - PET SUPPLY,CHEWY INC,0 VARIOUS,
PLUMBING CONTRACTOR,MATHEWS MECHANICAL,0 VARIOUS,
ONLINE SALES - ANIME,OIMO BUSTER,1909 TENTH St,
RESIDENTIAL RENTAL,DERBY STREET APARTMETN LLC,2138 DERBY St,
TIRES,JOE'S TIRES,1865 UNIVERSITY AVE,
7 UNITS RENTAL PROPERTY,CALVIN AND MELINDA WONG,2923 M L KING JR Way,
HVAC/MECH CONTRACTOR,JMS MECHANICAL INC,0 VARIOUS,
CLOTHING,O'LEARY MARGARET,1832 FOURTH ST,
RENTAL PROPERTY 6 UNITS,POURZAND MAHMOUD,2511 VIRGINIA St,
NAIL SALON SERVICES,MARLOWE,1901 FOURTH St,
HAIRSTYLIST,HOBBS SARAH,1600 SHATTUCK Ave,
SHOWER DOOR INSTALL,REPCOLD DISTRIBUTORS,0 VARIOUS,
RES. RENTAL - 4 UNITS,CONNOLLY FAMILY ENTERPRISE LLC,3110 CALIFORNIA St,
TRAVEL OPERATOR,WILDERNESS TRAVEL INC,1101 EIGHTH ST,
ELECTRICAL CONTRACTOR,ANGEL ELECTRIC,0 VARIOUS,
COMMERCIAL RENTAL,ELLSWORTH & RUEGG,2516 DURANT AVE,
GENERAL CONTRACTOR,HOUK CONSTRUCTION,0 VARIOUS,
"BREAKFAST, LUNCH & DINNER",ORIGINAL POLLO,2100 KALA BAGAI Way,
GALLERY,D KING GALLERY,2284 FULTON ST,
PRINTING BROKERAGE,CARLETON PRINTING,2200 CARLETON ST,
AUTOMOTIVE REPAIR,GERMAN AUTO SPORT,2396 SAN PABLO Ave,
HAIR BRAIDING,RASI BRAIDS,2365 SAN PABLO Ave,
CLEANERS,DERBY LAUNDROMATIC,2705 COLLEGE AVE,
TECHNICAL CONSULTING,FIAT LUX TECHNOLOGIES,1826 CURTIS ST,
RENTAL RESIDENTAIL 4 UNITS,LI WEN F/WEN,3000 CALIFORNIA ST,
NURSE PRACTITIONER,"BIRCH PSYCHIATRIC SERVICES, A NURSING CORPORATION",2397 SHATTUCK Ave,
ROOFING,CALPRO ROOFING,0 VARIOUS,
JANITORIAL SERVICE,CKA CLEANING SERVICE,0 VARIOUS,
RETAIL/SHOES,LA FOOT INC,2917 COLLEGE AVE,
TELECOM PROVIDER,EARTHLINK LLC,0 VARIOUS,
LEGAL SERVICES MEMBER ORG,LEGAL AID ASSOCIATION OF CALIFORNIA,1832 SECOND St,
AUTO BODY,HUSTEAD'S COLLISION CENTER,2037 DURANT AVE,
ROOF/GROUND SOLAR INSTALLATION,NORTH VALLEY LLC,0 VARIOUS,
RESTAURANT,IPPUKU,2128 CENTER St,
OFFICE OF CPA,BAKER TILLY US LLP,0 VARIOUS,
ELECTRICAL,COOPER ELECTRICAL,0 VARIOUS,
COMMERCIAL RENTAL,ISAACS CECILE/STRAWBERRY WALK,1432 UNIVERSITY AVE,
MUSIC & HI FI RETAIL,SOUND WELL THE,1718 UNIVERSITY AVE,
RENTAL PROPERTY - 8 UNITS,NEW BRIDGE FOUNDATION,1610 MILVIA ST,
"HEALING, DRUM VIBRATION",DENARDO'S WORLD BEATS,2741 MATHEWS St,
RES. RENTAL - 3 UNITS,GORDON H M & J J,2233 MCKINLEY AVE,
OFFICE OF RADIOLOGY,BAY IMAGING CONSULTANTS INC,2001 DWIGHT Way,
RES. RENTAL - 4 UNITS,MOORE MAE F,1616 WARD ST,
CONSULTING SERVICES,HANSINE FISHER AND ASSOCIATES,0 VARIOUS,
INTERNET SERVICE PROVIDER,LMI.NET,1700 M L KING JR WAY,
FRATERNITY,SIGMA CHI,2345 COLLEGE AVE,
"RES. 10 UNITS, COMM",KUANG DIANA,2456 BANCROFT WAY,
GIFTSHOP-ART CENTER,UNITY IN ART,2033 UNIVERSITY Ave,
RENTAL PROPERTY 3UNITS,HOWELL JOANNE L,1940 CHANNING WAY,
HAIR REMOVAL SVCS,AIRSHIP ELECTROLYSIS INC,3101 TELEGRAPH Ave,
GENERAL CONTRACTOR,CONSTRUCT ONE CONSTRUCTION INC,0 VARIOUS,
CONSULTING FIRM,WITH/IN COLLABORATIVE,900 SANTA BARBARA Rd,
RESTAURANT,ALL DAY USA OPERATIONS LLC,1812 UNIVERSITY Ave,
WEB HOSTING,BENA INTERNET PUBLISHING SERV,93 ALAMO AVE,
RENTAL - MULTI-USE PROP,GRYLICH EDWARD/SULE ANITA V,2532 REGENT ST,
ELECTRICAL CONTRACTOR,WACHTER INC,0 VARIOUS,
COMMERCIAL RENTAL,FEREIDOUN TABATABAI,2331 FOURTH ST,
COLLECTION AGENCY,UNIQUE MANAGEMENT SERVICES INC,0 VARIOUS,
TREE SERVICE,ADVANCE TREE SERVICE INC,0 VARIOUS,
PROPERTY MANAGEMENT,AUTHENTIC PROPERTY MANAGEMENT,2731 Woolsey St,
