APN,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
056 197401100,BL-022002,"CATERING, EVENT MGMT & DESIGN",Retail Trade,ALIMENT EVENTS,722320 - Caterers,R,3,LLC,ALIMENT EVENTS,2120 10TH ST,,BERKELEY,CA,94710,Business Owner,2120 TENTH St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-013676,RES & COM CONSTRUCTION,Construction or Contractor,BAYAT CONSTRUCTION,236118 - Residential Remodelers,C,0,Sole Ownership,BAYAT CONSTRUCTION,14789 VAN AVE,,SAN LEANDRO,CA,94578-1360,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 165800100,BL-042433,RESTAURANT,Retail Trade,HENRO LLC,722511 - Full-Service Restaurants,R,12,LLC,HENRO LLC,900 GRAYSON ST,,BERKELEY,CA,947102618,Business Owner,900 GRAYSON ST,BERKELEY,CA,94710,
052 156506000,BL-020590,,Professional SemiProfessional,GAB BAISAS PHOTOGRAPHY,541922 - Commercial Photography,P,0,Sole Ownership,GAB BAISAS PHOTOGRAPHY,2940 CLAREMONT AVE APT 2,,BERKELEY,CA,947052441,Business Owner,2940 CLAREMONT Ave,BERKELEY,CA,94705,
059 226000201,BL-013766,BAKERY,Retail Trade,LOVE AT FIRST BITE,722513 - Limited-Service Restaurants,R,5,LLC,LOVE AT FIRST BITE,PO BOX 9351,,BERKELEY,CA,947090351,Business Owner,1510 WALNUT St,BERKELEY,CA,94709,
059 234700100,BL-051560,MOUNTAIN GEAR,Manufacturing,SLINGFIN INC,315299,M,3,Corporation,SLINGFIN INC,1355 FOURTH ST STE C,,BERKELEY,CA,94710,Business Owner,1355 FOURTH St,BERKELEY,CA,94710,
054 177800101,BL-017936,JEWELER RETAIL,Retail Trade,BROOKS SUSAN M,448310 - Jewelry Stores,R,0,Sole Ownership,BROOKS SUSAN M,2547 8TH ST STE 24A,,BERKELEY,CA,94710-2579,Business Owner,2547 EIGHTH ST,BERKELEY,CA,94710,
055 183302400,BL-020362,RES. RENTAL 10 UNITS,Rental of Real Property,SUM YUNCHEUNG & GANCHEE Y,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,SUM YUNCHEUNG & GANCHEE Y,P.O. BOX 149,,SAN MATEO,CA,94401,Business Owner,2314 PARKER ST,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-020806,CONSTRUCTION - CONCRETE,Construction or Contractor,S AND A PACIFIC CONSTRUCTION LLC,238110 - Poured Concrete Foundation and Structure Contractors,C,0,Sole Ownership,S AND A PACIFIC CONSTRUCTION LLC,2819 DOWNER AVE,,RICHMOND,CA,94804-1441,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 187700800,BL-018781,FOOD SERVICE,Retail Trade,MAI KEE INC,722513 - Limited-Service Restaurants,R,8,Corporation,MAI KEE INC,2519 DURANT AVE STE B,,BERKELEY,CA,94704-1761,Business Owner,2519 DURANT Ave,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-015026,ENGINEERING DESIGN SVC,Professional SemiProfessional,SALAS O'BRIEN,541330 - Engineering Services,P,74,Corporation,SALAS O'BRIEN,305 S 11TH ST,,SAN JOSE,CA,951122218,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-022554,CIVIC & SOCIAL ORG.,Business Personal Repair Svs,EMERALD CITIES COLLABORATIVE INC,813410 - Civic and Social Organizations,B,57,Corporation,EMERALD CITIES COLLABORATIVE INC,1660 L ST NW STE 204,,WASHINGTON,DC,20036,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-043498,GENERAL CONTRACTOR,Construction or Contractor,CUSTOM EXTERIORS,238150 - Glass and Glazing Contractors,C,2,Corporation,CUSTOM EXTERIORS,2142 RHEEM DR STE E,,PLEASANTON,CA,94566,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
060 241603100,BL-014950,RES RENTAL 4 UNITS,Rental of Real Property,BERKELEYS EDGE PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,BERKELEYS EDGE PROPERTIES LLC,2027 LOS ANGELES AVE,,BERKELEY,CA,947072428,Business Owner,1205 PERALTA Ave,BERKELEY,CA,94706,
060 235500802,BL-002338,GROCERY - SUPERMARKET,Grocer,WHOLE FOODS MARKET,445110 - Supermarkets and Other Grocery (except Convenience) Stores,G,133,Corporation,WHOLE FOODS MARKET,PO BOX 684786,,AUSTIN,TX,787684786,Business Owner,1025 GILMAN St,BERKELEY,CA,94710,
057 203100900,BL-048940,CELLPHONE STORE,Retail Trade,UNLIMITED ELECTRONICS,443112,R,2,Corporation,UNLIMITED ELECTRONICS,PO BOX 2225,,UNION CITY,CA,94587,Business Owner,2163 SHATTUCK AVE,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-049589,DRYWALL SUBCONTRACTOR,Construction or Contractor,ALLEN DRYWALL & ASSOCIATES INC,238310 - Drywall and Insulation Contractors,C,65,Corporation,ALLEN DRYWALL & ASSOCIATES INC,380 LANG ROAD,,HILLSBOROUGH,CA,94010,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 195900200,BL-003127,STRUCTURAL ENGINEERING,Professional SemiProfessional,SMITH ENGINEERING INC,541330 - Engineering Services,P,4,Corporation,SMITH ENGINEERING INC,732 ADDISON ST STE B,,BERKELEY,CA,94710-1908,Business Owner,732 ADDISON St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-022066,REMOVE HEAD LICE,Business Personal Repair Svs,ORGANIC LICE GURU LLC,812199 - Other Personal Care Services,B,4,LLC,ORGANIC LICE GURU LLC,2033 RED COACH LN,,ENCINITAS,CA,92024,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 158901500,BL-022207,PSYCHOTHERAPY,Professional SemiProfessional,NICHOLAS HACK PSYCHOTHERAPY INC,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Corporation,NICHOLAS HACK PSYCHOTHERAPY INC,2991 SHATTUCK AVE STE 303,,BERKELEY,CA,94705,Business Owner,2991 SHATTUCK Ave,BERKELEY,CA,94707,
062 287202400,BL-009835,2 COMMERCIAL RENTAL,Rental of Real Property,CHUN VIVIAN,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,CHUN VIVIAN,163 HIGHLAND BLVD,,KENSINGTON,CA,947081022,Business Owner,1573 SOLANO Ave,BERKELEY,CA,94707,
052 157401404,BL-000679,MED SERVICES,Professional SemiProfessional,BERKELEY EMERGENCY MED GROUP,621111 - Offices of Physicians (except Mental Health Specialists),P,50,Corporation,BERKELEY EMERGENCY MED GROUP,6114 La Salle Ave Box 334,,Oakland,CA,94611,Business Owner,3000 COLBY ST,BERKELEY,CA,94705,
054 176401205,BL-047661,MEDIA REPRESENTATIVE,Professional SemiProfessional,ZD FILMS,541840 - Media Representatives,P,1,Sole Ownership,ZD FILMS,2600 TENTH ST STE 418,,BERKELEY,CA,94710,Business Owner,2600 TENTH ST,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-016290,GENERAL CONTRACTOR,Construction or Contractor,ROBERT HAUSER CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Sole Ownership,ROBERT HAUSER CONSTRUCTION,PO BOX 410394,,SAN FRANCISCO,CA,94141-0394,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-016227,GEN CONTRACTOR-ROOFING,Construction or Contractor,WESTERN ROOFING SYSTEMS,238160 - Roofing Contractors,C,4,Corporation,WESTERN ROOFING SYSTEMS,211 JACKSON ST,,HAYWARD,CA,94544-1949,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-018405,EXTERIOR CLEANING,Business Personal Repair Svs,MAXX ECO WASH,561790 - Other Services to Buildings and Dwellings,B,4,LLC,MAXX ECO WASH,820 SEA SPRAY LN APT 313,,FOSTER CITY,CA,944042451,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 195400600,BL-012327,STAINED GLASS ART STUDIO,Retail Trade,HELIOS ART GLASS,453920 - Art Dealers,R,5,Corporation,HELIOS ART GLASS,1550 MCKINNON AVE,,SAN FRANCISCO,CA,94124-2151,Business Owner,2019 SECOND St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-017379,FIRE SAFETY CONTRACTOR,Construction or Contractor,BILCOR INC,238990 - All Other Specialty Trade Contractors,C,1,Sole Ownership,BILCOR INC,735 BATTERY ST FL 2,,SAN FRANCISCO,CA,94111,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-008754,GENERAL CONTRACTOR,Construction or Contractor,BAYWOOD BUILDING & DESIGN INC,236116 - New Multifamily Housing Construction (except For-Sale Builders),C,4,Corporation,BAYWOOD BUILDING & DESIGN INC,5745 A HORTON ST,,EMERYVILLE,CA,94608,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021111,GENERAL CONSTRUCTION,Construction or Contractor,THOR CONTRACTING CORPORATION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Corporation,THOR CONTRACTING CORPORATION,4251 BAY ST APT 317,,FREMONT,CA,94538-4252,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
059 228800300,BL-017723,GRAPHIC DESIGNER,Professional SemiProfessional,LIBBY LEE-EGAN GRAPHIC DESIGN & ILLUSTRATION,541430 - Graphic Design Services,P,1,Sole Ownership,LIBBY LEE-EGAN GRAPHIC DESIGN & ILLUSTRATION,1130 Hopkins St,,Berkeley,CA,94702,Business Owner,1130 HOPKINS St,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-018492,OPERATIONS SERVICES,Professional SemiProfessional,PIC GROUP INC,541611 - Administrative Management and General Management Consulting Services,P,14,LLC,PIC GROUP INC,1000 PARKWOOD CIR SE STE 1000,,ATLANTA,GA,303392118,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-020955,ELECTRICAL WORKS,Construction or Contractor,SANCHEZ ELECTRICAL CORP,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,Corporation,SANCHEZ ELECTRICAL CORP,336 HOLLOWAY AVE,,SAN FRANCISCO,CA,94112-2246,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 194500301,BL-013986,COFFEE MACHINE REPAIR,Business Personal Repair Svs,KANEN COFFEE LLC,811310 - Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair,B,6,LLC,KANEN COFFEE LLC,2319 4TH ST,,BERKELEY,CA,94710-2401,Business Owner,2319 FOURTH St,BERKELEY,CA,94710,
059 226903200,BL-051263,MUSIC INSTRUCTION,Professional SemiProfessional,MUSIC CONNECTS,611610 - Fine Arts Schools,P,1,Sole Ownership,MUSIC CONNECTS,1415 M L KING JR WAY,,BERKELEY,CA,94709,Business Owner,1415 M L KING JR WAY,BERKELEY,CA,94709,
060 248402700,BL-021914,ONLINE SELLER OF CHILDREN'S TOYS,Retail Trade,TINKLY BARTER INC,454111 - Electronic Shopping,R,0,Corporation,TINKLY BARTER INC,1457 OLYMPUS AVE,,BERKELEY,CA,94708-2207,Business Owner,1457 OLYMPUS Ave,BERKELEY,CA,94708,
ZZZZZZZZZZZZZ,BL-014572,CONSTRUCTION FRAMING,Construction or Contractor,COLT BUILDERS CORP,236118 - Residential Remodelers,C,10,Corporation,COLT BUILDERS CORP,211 W 4860 S,,MURRAY,UT,84107-7985,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 202401200,BL-022372,"MIND-BODY COACHING, REIKI",Professional SemiProfessional,MAGNOLIA SOMATICS,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Corporation,MAGNOLIA SOMATICS,1225 DWIGHT WAY,,BERKELEY,CA,94702-2059,Business Owner,1911 ADDISON St,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-043784,RESIDENTIAL REMODEL,Construction or Contractor,ALL SEASONS CONSTRUCTION,236118 - Residential Remodelers,C,16,Corporation,ALL SEASONS CONSTRUCTION,5464 COLLEGE AVE STE B,,OAKLAND,CA,94618-1687,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-034730,PLUMBING CONTRACTOR,Construction or Contractor,A J BONO PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,6,,A J BONO PLUMBING,5036 COMMERCIAL CIR A,,CONCORD,CA,94520,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 157603100,BL-028040,CATERER,Retail Trade,NEIL MARQUIS CATERING,722320 - Caterers,R,3,Sole Ownership,NEIL MARQUIS CATERING,3044 TELEGRAPH AVE APT B,,BERKELEY,CA,94705,Business Owner,3044 TELEGRAPH AVE,BERKELEY,CA,94705,
057 211500700,BL-015379,SPORTSWEAR,Retail Trade,ATHLETA #1413,448120 - Women's Clothing Stores,R,14,LLC,ATHLETA #1413,PO BOX 27809,,ALBUQUERQUE,NM,871257809,Business Owner,1737 FOURTH St,BERKELEY,CA,94710,
055 188201100,BL-019745,RES. RENTAL - 36 UNITS,Rental of Real Property,RAJ PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,4,LLC,RAJ PROPERTIES LLC,2076 UNIVERSITY AVE STE A,,BERKELEY,CA,94704,Business Owner,2431 ELLSWORTH ST,BERKELEY,CA,94704,
052 157500900,BL-049109,PSYCHOTHERAPY/ELDER CARE,Professional SemiProfessional,NOWAKOWSKI MONICA LCSW,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,NOWAKOWSKI MONICA LCSW,1500 Aqua Vista Road,,Richmond,CA,94805,Business Owner,3099 TELEGRAPH AVE,BERKELEY,CA,94705,
054 174400100,BL-011943,AUTO REPAIR,Business Personal Repair Svs,OCEANWORKS,811111 - General Automotive Repair,B,8,Corporation,OCEANWORKS,18021 JOSEPH DR,,CASTRO VALLEY,CA,94546,Business Owner,2703 TENTH St,BERKELEY,CA,94710,
058 212802100,BL-002259,GENERAL CONTRACTOR,Construction or Contractor,BURLEY DESIGN & CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Sole Ownership,BURLEY DESIGN & CONSTRUCTION,1637 10TH ST,,BERKELEY,CA,94710-1862,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 199704800,BL-005395,YOGA INSTRUCTION,Entertainment Recreation,ANNEKE FAAS YOGA,713940 - Fitness and Recreational Sports Centers,E,0,Sole Ownership,ANNEKE FAAS YOGA,1635 BEVERLY PL,,BERKELEY,CA,94707,Business Owner,1480 ACTON Cres,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-014103,INSTALL WINDOW COVERING,Construction or Contractor,CREATIVE WINDOW INTERIORS INC,238150 - Glass and Glazing Contractors,C,8,Corporation,CREATIVE WINDOW INTERIORS INC,1867 LITTLE ORCHARD ST,,SAN JOSE,CA,951251034,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 158301100,BL-007124,RES. RENTAL - 6 UNITS,Rental of Real Property,KAPOOR PARTAP & ELLEN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,KAPOOR PARTAP & ELLEN,1301 S 46TH ST,,RICHMOND,CA,94804,Business Owner,3024 DEAKIN ST,BERKELEY,CA,94705,
053 167301700,BL-013369,RENTAL BUILDING BUILDING,Rental of Real Property,SHAHNAMEH LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,SHAHNAMEH LLC,PO BOX 3492,,OAKLAND,CA,946090492,Business Owner,1611 RUSSELL St,BERKELEY,CA,94703,
062 291600400,BL-031135,PRIVATE INVESTIGATOR,Professional SemiProfessional,CLARICK G. BROWN INVEST.,561611 - Investigation Services,P,0,Sole Ownership,CLARICK G. BROWN INVEST.,37 AVIS RD,,BERKELEY,CA,94707,Business Owner,37 AVIS RD,BERKELEY,CA,94707,
ZZZZZZZZZZZZZ,BL-051081,GENERAL CONTRACTOR,Construction or Contractor,BAY AREA UNDERPINNING,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,BAY AREA UNDERPINNING,2333 COURAGE DR STE C,STE C,FAIRFIELD,CA,94533-6715,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 196301506,BL-028430,CORPORATE HEADQUARTERS,Administrative Headquarters,INGRAM PUBLISHER SERVICES LLC,561110 - Office Administrative Services,Q,21,LLC,INGRAM PUBLISHER SERVICES LLC,1 INGRAM BLVD,,LA VERGNE,TN,37086,Business Owner,819 BANCROFT Way,BERKELEY,CA,94710,
056 193202200,BL-042296,RENTAL PROPERTY - 4 UNITS,Rental of Real Property,TONI A JOHNS,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,TONI A JOHNS,2407 TENTH ST,,BERKELEY,CA,94710,Business Owner,2409 TENTH ST,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-018900,WATER SUBMETERS FOR MULTI-FAMILY BLDGS,Construction or Contractor,MINOL INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Corporation,MINOL INC,15280 ADDISON RD STE 100,,ADDISON,TX,75001-4503,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 152002100,BL-018616,RENTAL PROPERTY -TRIPLEX,Rental of Real Property,BEATON MELINA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,BEATON MELINA,1536 HARMON ST,,BERKELEY,CA,947032620,Business Owner,1536 HARMON St,BERKELEY,CA,94703,
055 187502802,BL-021217,TATTOO PARLOR,Business Personal Repair Svs,ZEBRA INC,812199 - Other Personal Care Services,B,12,Corporation,ZEBRA INC,2467 TELEGRAPH AVE,,BERKELEY,CA,94704,Business Owner,2467 TELEGRAPH AVE,BERKELEY,CA,94705,
053 165800304,BL-028349,ARCHITECT SERVICES,Professional SemiProfessional,KAVA MASSIH ARCHITECTS,541310 - Architectural Services,P,10,Corporation,KAVA MASSIH ARCHITECTS,920 GRAYSON ST,,BERKELEY,CA,947102618,Business Owner,920 GRAYSON ST,BERKELEY,CA,94710,
056 193700300,BL-035392,RESIDENTIAL -,Rental of Real Property,LAWRENCE EDWARD H JR TR,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,LAWRENCE EDWARD H JR TR,1905 MAR WEST ST,,BELVEDERE TIBURON,CA,94920,Business Owner,938 BANCROFT WAY,BERKELEY,CA,94710,
057 206400200,BL-037341,PSYCHOTHERAPY,Professional SemiProfessional,AMY L. ATTIYEH,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,AMY L. ATTIYEH,1806 M L KING JR WAY,,BERKELEY,CA,94709,Business Owner,1806 M L KING JR WAY,BERKELEY,CA,94709,
052 155700200,BL-050193,PSYCHOTHERAPY,Professional SemiProfessional,WILLIAMS SUSAN MA MFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,WILLIAMS SUSAN MA MFT,2832 WEBSTER ST,,BERKELEY,CA,94705,Business Owner,3120 TELEGRAPH AVE,BERKELEY,CA,94705,
061 260204800,BL-015822,PERMANENT MAKEUP STUDIO,Business Personal Repair Svs,MOOREBEAUTYLOVE LLC,812112 - Beauty Salons,B,4,LLC,MOOREBEAUTYLOVE LLC,PO BOX 7464,,BERKELEY,CA,94707,Business Owner,1831 SOLANO Ave,BERKELEY,CA,94704,
054 171501500,BL-034605,RESIDENTIAL RENTAL DUPLEX,Rental of Real Property,SPRAGUE ETHAN & JESSICA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,SPRAGUE ETHAN & JESSICA,2307 WARD ST,,BERKELEY,CA,94705,Business Owner,2307 WARD ST,BERKELEY,CA,94705,
053 166100503,BL-032285,COMMERCIAL RENTAL,Rental of Real Property,CHENG FU-TUNG,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,CHENG FU-TUNG,2808 SAN PABLO AVE,,BERKELEY,CA,94702,Business Owner,1036 GRAYSON ST,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-031442,FLOORING CONTRACTOR,Construction or Contractor,AMBER FLOORING INC,238330 - Flooring Contractors,C,30,Corporation,AMBER FLOORING INC,5652 SAN PABLO AVE,,EMERYVILLE,CA,94608,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-037061,FLOOR CONTRACTOR,Construction or Contractor,HY FLOOR & GAMELINE PAINTING,238330 - Flooring Contractors,C,15,Corporation,HY FLOOR & GAMELINE PAINTING,961 COMMERCIAL ST,,SAN CARLOS,CA,94070,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-043930,ELECTRICAL CONTRACTOR,Construction or Contractor,LEKTRICMAN,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,LEKTRICMAN,5550 MARSHALL ST,,OAKLAND,CA,94608,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 151902800,BL-039217,CLINICAL LAB DRAW STATION,Professional SemiProfessional,QUEST DIAGNOSTICS DOI,621511 - Medical Laboratories,P,1,Corporation,QUEST DIAGNOSTICS DOI,8401 FALLBROOK AVE,,WEST HILLS,CA,91304,Business Owner,3260 SACRAMENTO ST,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-025171,LANDSCAPE GARDENER,Business Personal Repair Svs,DANKO ANNE,561730 - Landscaping Services,B,0,Sole Ownership,DANKO ANNE,775 YUBA ST,,RICHMOND,CA,94805,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-046183,CONTRACTOR - ELECTRICAL,Construction or Contractor,MCH ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,221,Corporation,MCH ELECTRIC INC,7693 LONGARD RD,,LIVERMORE,CA,94551-8208,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 202401400,BL-019712,RENTAL PROPERTY,Rental of Real Property,LAKIREDDY JAY ETAL,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",L,1,Sole Ownership,LAKIREDDY JAY ETAL,2171 ALLSTON WAY,,BERKELEY,CA,94704,Business Owner,1900 UNIVERSITY AVE,BERKELEY,CA,94704,
052 143901500,BL-052417,RENTAL PROPERTY,Rental of Real Property,SWEET PEA LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,SWEET PEA LLC,PO BOX 661875,,LOS ANGELES,CA,90066,Business Owner,1444 ALCATRAZ AVE,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-012561,WINDOW & DOOR INSTALL,Construction or Contractor,CAL COAST WINDOW & DOOR,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,4,Corporation,CAL COAST WINDOW & DOOR,5627 STONERIDGE DR. SUITE 305,,PLEASANTON,CA,94588,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-047567,EDUCATIONAL CONSULTING,Professional SemiProfessional,ROSOV CONSULTING LLC,611710 - Educational Support Services,P,15,LLC,ROSOV CONSULTING LLC,"2930 Domingo Ave, Unit #382",,BERKELEY,CA,947052454,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 187701201,BL-048213,RENTAL PROPERTY,Rental of Real Property,JANGMI LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,JANGMI LLC,3020 BEACON BLVD,,W SACRAMENTO,CA,95691-3436,Business Owner,2327 TELEGRAPH AVE,BERKELEY,CA,94704,
060 235601002,BL-012518,COMMERCIAL WAREHOUSE,Rental of Real Property,SMITH & WALTERS INC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Corporation,SMITH & WALTERS INC,5492 TAFT AVE,,OAKLAND,CA,94618-1517,Business Owner,1221 EIGHTH ST,BERKELEY,CA,94710,
057 203100200,BL-015263,RENT & MANAGE REAL ESTATE,Professional SemiProfessional,DOMINGO PROPERTY MANAGEMENT INC,531311 - Residential Property Managers,P,3,Corporation,DOMINGO PROPERTY MANAGEMENT INC,2171 ALLSTON WAY,,BERKELEY,CA,94704-1301,Business Owner,2171 ALLSTON Way,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-008375,SEWER LATERAL REPAIR,Construction or Contractor,SEWER WORKS INC,237110 - Water and Sewer Line and Related Structures Construction,C,7,Corporation,SEWER WORKS INC,1511 SYCAMORE AVE STE M-345,,HERCULES,CA,94547-1767,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021205,HVAC SERVICES,Construction or Contractor,BV MECHANICAL SERVICES LLC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,LLC,BV MECHANICAL SERVICES LLC,2181 E 24TH ST,,OAKLAND,CA,94606-4245,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
059 226100403,BL-000555,SACRED SITES RESEARCH,Non Profit Organizations,SACRED SITES INTERNATIONAL FOUNDATION,541720 - Research and Development in the Social Sciences and Humanities,N,0,Corporation,SACRED SITES INTERNATIONAL FOUNDATION,1442 A WALNUT ST PMB 330,,BERKELEY,CA,94709-1405,Business Owner,1442 WALNUT ST,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-024879,LANDSCAPE,Business Personal Repair Svs,TRAN GARDEN,561730 - Landscaping Services,B,1,Sole Ownership,TRAN GARDEN,3433 PAXTON AVENUE,,OAKLAND,CA,94601,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 156300100,BL-007252,COMMERCIAL RENTAL,Rental of Real Property,PRINCE CLAREMONT LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2,LLC,PRINCE CLAREMONT LLC,2091 ROSE ST,,BERKELEY,CA,94709-1963,Business Owner,3032 CLAREMONT Ave,BERKELEY,CA,94705,
061 260203301,BL-017926,REAL ESTATE SERVICES,Professional SemiProfessional,KORMAN & NG REAL ESTATE SERVICES,531210 - Offices of Real Estate Agents and Brokers,P,1,Corporation,KORMAN & NG REAL ESTATE SERVICES,898 THE ALAMEDA,,BERKELEY,CA,94707-1916,Business Owner,898 THE ALAMEDA,BERKELEY,CA,94707,
ZZZZZZZZZZZZZ,BL-040068,ENGINEERING CONSULTING,Professional SemiProfessional,CONSTRUCTION TESTING SERVICES,541330 - Engineering Services,P,8,Corporation,CONSTRUCTION TESTING SERVICES,2118 RHEEM DRIVE,,PLEASANTON,CA,94588,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 154401100,BL-010513,RES. RENTAL - 6 UNITS,Rental of Real Property,PEZUA-NISHANIAN LIVING TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,PEZUA-NISHANIAN LIVING TRUST,2591 BREWSTER AVE,,REDWOOD CITY,CA,94062-2113,Business Owner,1523 FAIRVIEW St,BERKELEY,CA,94703,
055 185201100,BL-053369,RENTAL PROPERTY,Rental of Real Property,ADABI HOSSEIN & NOUSHIN,531110 - Lessors of Residential Buildings and Dwellings,L,4,Sole Ownership,ADABI HOSSEIN & NOUSHIN,1560 GRAND VIEW DR,,BERKELEY,CA,94705-1636,Business Owner,2636 WARRING ST,BERKELEY,CA,94704,
